一、社会医学相关概念,"社会医学：是研究社会因素与健康及疾病之间相互联系及其规律的一门科学，
十一、人口发展与健康：人口发展的成功，取决于资源的平衡,"人口数量与健康：
加重社会负担：如果人口增长速度超过了经济增长速度，则会加重社会负担
加重教育及卫生事业的负担
加重环境污染和破坏
人口结构与健康：
人口年龄结构与健康：老年人口患病率高、致残率高，卫生资源消耗量大，是各国重大社会问题
人口性别结构与健康：人口性别结构是指男女人口分别在总人口中所占的百分比，性比例平衡是社会安定的基础因素之一，性比例失调是滋生社会问题的根源之一
人口流动与健康：人口流动可促进经济繁荣及社会发展，给居民健康带来有利影响；但会出现一些特殊的卫生问题，给医疗卫生工作提出新的要求"
十二、卫生事业发展与健康：,"卫生服务的基本功能：包括保健功能与社会功能
保健功能通过预防、保健、治疗、康复及健康教育措施降低人群发病率、死亡率。通过生理、心理、社会全方位保健措施维护人群健康，提高生命质量
社会功能包括：医疗保健服务使患者康复；延长寿命、延长劳动时间；消除病人对疾病的焦虑和恐慌，有利于社会安定
医疗卫生部门是精神文明窗口，有利于社会凝聚力的增强
卫生资源与健康：卫生资源的投入量及其分布对人群健康影响极大
卫生服务的组织实施与健康：合理使用卫生资源，科学地组织实施卫生服务，提高社会效益，有利于人群整体健康水平的提高"
十三、家庭的常见类型,"家庭的概念：家庭是以婚姻和血缘关系为基础建立起来的一种社会生活群体，是社会的细胞。家庭是人出生后首先接触的社会，是人们日常活动的主要场所。家庭对一个人的成长及身心健康有着深刻的影响
核心家庭：是由一对夫妇与其未婚子女组成的家庭。这种家庭仅两代人组成，只有一个权利中心，关系较为简单。仅一对夫妇，无子女的家庭、一对夫妇和未婚的领养子女组成的家庭或由父母中某一方与未婚子女组成的家庭也可归入此种家庭
扩大家庭：是由两个或更多的住在一起的核心家庭组成。扩大家庭又可以分为主干家庭和联合家庭两种
主干家庭又称直系双偶家庭，是由父母和一个已婚子女共同组成的家庭，是扩大家庭的最典型形式，除有一个主要权利中心外，尚有一个次要中心，关系比核心家庭复杂
联合家庭是由一对夫妇（或一方）与两对及两对以上的已婚子女及其未婚子女所组成的家庭。我国传统的几世同堂就属于这种家庭。这种家庭可能有多个权利中心，关系复杂，结构松散而不稳定"
十四、家庭的功能及对健康的影响,"家庭的功能：家庭功能包括满足人们的生理需要和社会需要，主要可以归纳为四种功能：
养育子女：家庭的养育功能不仅包括生养，也包括教育。家庭教育对儿童心理、人格和行为方式的形成有重要的影响作用
生产和消费：家庭的生产功能是历史性的，将随着社会发展而逐渐缩小并趋向消失，而家庭的消费功能则是永存的
赡养：下辈家庭成员有赡养上辈家庭成员的义务。当年老的家庭成员丧失劳动能力后，物质和精神上的需要首先应由家庭承担
提供休息娱乐的特殊环境：家庭环境作为人们一天工作之后的休息和娱乐环境，是其他任何场所不能代替的。家庭对体力的恢复和精神的调节都有主要作用
对健康的影响：
家庭关系不良：如果家庭关系失调，家庭成员之间关系不融洽，家庭成员不能从家庭中得到互相帮助和支持，则必然对家庭每个成员的健康产生不利的影响
家庭功能失调：既影响物质生活，也影响精神生活。家庭消费及教育功能失调与营养性疾病、心血管疾病、传染性疾病、精神疾病，甚至青少年犯罪都有明显关系；家庭照顾包括心理支持和生活照料，如果家庭不能发挥照顾的功能，则难以对来自外界的应激原产生缓冲作用，结果使心理紧张加重，发展严重就会发生疾病
家庭结构的破坏：无论家庭的规模大小，结构不完整都会影响健康，丧偶、离婚是家庭结构的严重破坏，对健康损害最大"
十五、文化的概念及分类：,"文化的概念
广义的文化指物质文化和精神文化的总和；狭义的文化即精神文化，指人类精神财富的总和，包括思想意识、宗教信仰、文学艺术、科学技术、风俗习惯、教育、法律、道德规范等。各种文化可归为智能文化、规范文化和思想文化
文化的分类：各种文化可归为智能文化、规范文化和思想文化
智能文化：通过影响人的生活环境和生活条件作用于人的健康
规范文化：通过支配人们的行为来影响健康，一些有害健康的道德规范和风俗习惯使人们采取有害健康的行为生活方式而影响健康
思想文化：主要通过影响人们的心理过程和精神生活影响人群健康"
十六、社会文化对健康的影响,"教育对健康的影响：
教育影响人们对生活方式的选择：教育属于一种规范文化，主要通过培养人的文化素质来指导人的生活方式，不同文化程度的人群生活方式不同，首先表现在消费结构对人群健康的影响，在收入一定的条件下，人们对生活资料的支配方式也不同，从而产生不同的健康效果。其次，表现为安排闲暇时间对人群健康的影响。闲暇时间的消磨方式与人群健康有密切的关系。闲暇时间即人们维持工作和基本生活活动以外的时间
教育有助于提高人的健康保健意识：人们主动关心自己的健康，寻求较好的生活质量，积极维护自己的健康
教育影响人们对卫生服务的利用：文化知识水平高的人容易接受和正确掌握卫生保健知识，能够了解疾病的危害和预防的方法，主动预防并合理利用卫生服务
教育能够影响人们的就业机会和收入
文化对精神健康的影响：文化对精神健康的影响是多方面的，大体分为三种观点
共同论：认为文化固然千差万别，但人类的精神活动本质上是相同的，因此人类的精神障碍也是基本相同
进化论：认为正常和异常精神活动都处于进化过程中
相对论；认为每一种文化皆有其独特的观念体系，是有历史渊源和内在连贯性的
风俗习惯对人群健康的影响：
风俗也称为习俗，是逐渐形成的社会习惯
有益于健康的风俗习惯；如中国人的饮水习惯，避免了由于饮水卫生条件较差可能带来的危害
不利于健康的风俗习惯；如“节日病”，每逢佳节，豪饮猛吃，轻者消化不良，重者酩酊大醉，严重损害健康
宗教对人群健康的影响：
宗教：是以神的崇拜和神旨意为核心的信仰和行为准则的总和。宗教伦理及教义以观念意识注入人的思想，强烈地影响人的心理过程及行为。其既有积极的一面，又有消极的一面
宗教的精神力量：宗教信仰常常使人对自己难以解决或难以回答的问题有一定的归宿，信徒把人生曲折难题归因天命
宗教对行为的影响：宗教对人的行为影响，是通过教规或教令及教徒的信仰来实现的，其作用有明显强制性和高度自觉性，许多是有益于健康的，但盲目信仰也会对健康带来危害"
十七、教育的职能,"按社会需要传授知识，即对人智能的规范
传播社会准则，即对人行为的规范"
十八、社会心理因素概念：,"人是生活在社会环境中的有各种心理活动的高级动物，社会环境中的各种因素必然要影响人的一切心理活动，导致情绪变化，对健康产生影响。社会心理因素是社会环境中普遍存在的能导致人的心理应激从而影响健康的各种社会因素
心理现象是心理活动过程的表现形式，分为心理过程和个性两个方面。社会心理现象是指在一定的社会情境或影响因素下，产生的各种心理和行为"
十九、社会心理因素与健康的关系：,"社会心理因素致病机制目前认为是社会心理因素刺激主要通过中枢神经、内分泌和免疫系统对机体产生作用，从而影响健康。社会因素是影响心理活动及行为的基本因素，对健康的影响主要是通过人们日常生活中经常遇到的生活事件对人体产生应激，如果应激状态强烈而持久，超过机体的调节能力就会影响健康，甚至导致精神和躯体疾病
个性心理持征与健康：
个性：由于生活环境、教育水平、所从事的工作不同，心理活动在每个人身上带有个人特征，这种个体心理特征称为个性，包括能力、气质和性格三方面
气质与健康：气质也就是通常所说的脾气，是个人在情绪发生的速度、强度、持久性、灵活性等心理特征的总和，是人的情感体验特点综合。包括胆汁质、多血质、黏液质、抑郁质
性格与健康：性格是指人类在生活过程中形成的稳定的、定型化即一贯性的态度和行为方式。A型性格病发病、复发、死亡率均高；C型性格易患官颈癌、胃癌、肝癌消化系肿瘤
应激与健康
应激：超过一定临界阈值后，破坏机体内环境平衡的一切物理、化学和情感刺激。心理社会因素作为应激原作用于机体，从而导致躯体疾病的模式，应激反应取决于个体的遗传素质，早年环境的影响，获得的知识和经验等诸因素与应激原的相互作用
应激有制：动员机体非特异性适应系统，增强体质与适应能力
应激不利：适应机制失效导致不同程度的心理行为和躯体障碍，使人产生焦虑情绪，造成注意力分散、记忆力下降、工作效率降低等
生活事件对健康的作用
生活事件：指在童年期家庭教养和境遇、青年期学校教育和社会活动、成年期社会环境和生活环境中发生的各种事件。重大生活事件造成的心情紧张、精神压力成为应激原，从而对疾病的发生起到直接或间接的作用
情绪与健康
情绪：是人对客观事物符合自己需要的态度体验，积极的情绪可对人体的生理机能起到良好的作用，发挥人的潜在能力，利于人的健康。而消极的情绪可使人的心里失去平衡，导致神经系统功能紊乱，机体病变
情绪特征：
情绪不是固有的，是由客观现实刺激引起的
情绪是主观体验，可能出现行为表现，但常不露于形
情绪的个人基础是需要包括生理、心理、社会方面的需要
情绪致病：
作为疾病发作或复发的诱发因素
直接作为致病因素或疾病的促发因素"
二十、生活事件对健康的作用：,"学习问题：成绩不理想或考试失败是较大的精神刺激
恋爱婚姻问题：恋爱成功，婚姻美满，则由此正性生活事件引起的心理活动张力增高，产生愉快体验。相反，如果是负性生活事件，会产生各种精神和躯体疾病
健康问题：发生的频率虽然不太高，但心理刺激的强度却非常高
家庭问题
工作与经济问题
人际关系问题
环境问题：现在社会中各种噪声的干扰，使脑神经处于持续性紧张状态，生活环境受到有害物质的污染，使人情绪不稳
法律、政治问题"
二十一、行为生活方式的相关概念,"行为：是具有认识、思维能力的人对环境刺激所作出的能动反应。广义的行为分为内在行为和外显行为
内在行为：人的心理活动过程
外显行为：可以被他人观察到的行为，如言谈举止。一般所说的行为是外显行为
生活方式：是人们采取的生活模式或式样，它以经济为基础，以文化为导向
健康相关行为：是指个体或者群体与健康和疾病有关的行为，包括促进健康的行为和危害健康的行为"
二十二、行为生活方式对健康的影响,"促进健康的行为（个体或群体表现出的在客观上促进或有利于健康的一组人群行为)：
积极的休息与睡眠：休息有利于消除疲劳，恢复充沛的精力，促进健康，人体的各个器官需要一定时间的休息，以促进其互相协调，保持正常功能
合理营养和平衡膳食：平衡膳食是指全面达到合理营养供给量的膳食，这种平衡包括总热量和热量来源（蛋白质、脂肪、碳水化合物）比例的平衡，以及各种营养素与生理需要的平衡。此外，平衡膳食还要根据年龄、性别、劳动强度等作相应的调整，营养不良或摄取过多都会影响健康
积极的应付方式：积极的应付是指人对紧张刺激可能出现结果的一种积极反应，是现实生活中培养起来的对可能出现的健康威胁或挫折在头脑里形成的预兆，针对或为达到预期结果而作出积极反应的一种能力
体育锻炼：生命在于运动，健康在于锻炼。适度的体育锻炼可以增强体质，防病治病。体育锻炼的关键是培养经常锻炼的好习惯，制定适宜锻炼计划
危害健康的行为（个体或群体表现的在客观上有害于健康的一组人群行为）：
吸烟与健康：烟雾本身及其中有害物质可能对机体的局部产生强烈刺激作用，烟草中的有害成分可能干扰人体正常生理、生化反应和代谢功能，从而对人体多个系统造成不同程度的损害
酒滥用与健康：与酒滥用相关的社会问题有离婚、自杀、意外伤害、暴力和犯罪等，长期反复酗酒会导致躯体和精神两方面明显的改变，使社交功能、职业功能和社会适应能力严重损害
药物滥用与健康：药物滥用是指反复使用某些可以显著影响精神活动的物质从而导致对躯体和心理健康的损害和危险，这类物质主要作用于神经系统，影响神经活动，故又称精神活性物质，包括鸦片类物质、镇静安眠药、麻醉剂、兴奋剂、致幻剂等
不良性行为与健康：不良性行为是导致性传播疾病发生的主要途径，并且也是近年严重危害人类健康的艾滋病的重要传播途径"
二十三、行为改变阶段理论：,"行为改变阶段理论认为人的行为转变是一个复杂、渐进、连续的过程，可分为5个不同的阶段，即没有准备阶段(precosntemplation)、犹豫不决阶段(contemplation)、准备阶段(preparation)、行动阶段(action)和维持阶段(maintenance)
没有准备阶段：没有考虑要吸烟或是在接下来的6个月不会考虑的时期。在这个阶段中，通过政府（制定制度）、个人（提升健康意识）、新闻媒体（禁止烟草广告）、健康宣教（宣传吸烟有害健康)等多个方面，来使人们远离烟草，形成健康的生活习惯
犹豫不决阶段：考虑在未来6个月内倾向于吸烟的时期。认识并发现行为人身边的影响其吸烟的健康危险因素（朋友吸烟、家人影响、情绪等方面），减少或消除行为人接触的机会和时间，促进健康的生活方式和习惯
准备阶段：即将改变的时期，一个月内确立吸烟目标和时期，并且患者准备进行计划。明确行为人的计划和方式方法，从中找到行为发生改变的关键点（时间，促成因素等），针对关键点采取相应的遏制、控制行为
行动阶段：吸烟开始直到6个月。行为刚刚出现，通过家人劝阻，政府的吸烟控制行为等多方面来控制，促成行为人改变吸烟行为，恢复健康的生活方式
维持阶段：持续吸烟至少6个月。行为习惯形成，需要应用行为改变阶段理论来处理戒烟的相关问题，同样是应用没有准备阶段--犹豫不决阶段--准备阶段--行动阶段--维持阶段，来促成行为人戒烟的行为习惯的形成"
二十四、戒烟的政策措施,"监测烟草使用和预防政策
保护人们免受烟草危害
提供戒烟帮助
警示烟草危害
禁止烟草广告促销和赞助
增加烟税和提高烟价
第四章 社会调查研究方法"
一、社会调查研究方法的基本概念,"访谈法：即调查者与被调查者面对面或电话交谈，以获取所需信息的一种资料收集方式。访谈法又可分为结构式访谈、个别深入访谈和专题小组访谈等
自填问卷法：是社会调查研究中广泛应用的一种资料收集方法。本法要求被调查对象在规定的时间内自行完成问卷填写。最大的优点是省时、省力、花费少
文献法：也称历史法。即通过现有文献资料如统计报表、期刊和档案等历史资料进行分析和得出结论
定性研究：也称质性研究，是一种在自然的情景下，从整体的角度深入探讨和阐述被研究事物的特点及其发生和发展规律，以揭示事物的内在本质的研究方法
定量研究：通过调查收集人群发生某种事件数量指标，或探讨各种因素与疾病和健康的数量依存关系的研究"
二、社会医学的研究方法类型,"调查研究：根据调查事物发生的时间特点，调查研究可分为以下3类：
现况调查研究：是社会医学研究方法中的一种最基本的研究方法，即在特定时点或时期内，在某一人群中应用抽样的方法对当时人群的健康状况及其影响因素，社会卫生问题等进行调查研究，目的是分析被研究事物的现况。又称为横断面调查
回顾性调查研究：是一种由结果到原因的调查研究，即调查过去一定时期内社会医学研究所关注的问题如人群健康状况及其影响因素。常见类型包括病例对照研究等
前瞻性调查研究：是一种由原因到结果的调查研究，即调查观察一定时期后的人群健康状况及其影响因素等。特点是前瞻性，包括队列研究
干预研究：指研究者将研究对象随机分为实验组和对照组，将处理因素如干预措施给予实验组后，随访观察一段时间并比较两组人群结局的差异的一种研究方法
健康状况评价：新的健康状况评价指标包括无残疾期望寿命、健康期望寿命和伤残调整生命年等
健康危险因素评价：是研究危险因素与慢性病发病及死亡之间数量依存关系及其规律性的一种技术方法
生活质量评价：与健康相关生活质量是指在疾病、意外损伤及医疗干预等的影响下，测定与个人生活事件相联系的健康状况和主观满意度。生活质量评价就是指具有一定生命数量的人在一定时点上的生活质量表现。生活质量评价就是指具有一定生命数量的人在一定时点上的生活质量表现
卫生服务研究：卫生服务研究提出了有关卫生服务需求、卫生服务利用和卫生资源等方面的评价指标，并以卫生资源分配为主题，研究需求、利用和资源之间的相互关系，其根本目的是以有限的资源（包括卫生人力、物力、财力、技术和信息）尽可能满足广大居民的卫生服务需求，从而保护和促进居民健康，改善社会卫生状况"
三、我国现阶段卫生服务研究主要内容：,"社会因素对卫生系统影响
卫生系统结构、功能和经济分析
人群卫生服务需求评价
资源合理利用分配
卫生服务效果评价"
四、定性研究在社会医学中的应用,"辅助定量研究设计和提出研究假说：
研究人员在设计定量研究（如大规模的问卷调查）时，可以应用定性研究方法如专题小组讨论进行探索性研究，从中获得的信息有助于设计问卷调查，从而使问卷的内容、用词和表达方式等更适合于该研究人群
对于一些敏感性问题的研究（如艾滋病干预研究），在开展大规模定量研究之前，应用定性研究辅助设计是十分有益的
协助分析和解释定量研究结果：
定量研究有时会出现一些相互矛盾的研究结果或发现一些预料不到的用数量指标难以解释的现象，这时可以用定性研究的方法进一步探讨和识别
定量研究确定的因果关系，有时可能实际上并不存在这种关系，也可通过定性研究来揭示其真实本质
与定量研究相结合，可以比较综合、全方位和深入地揭示事物的现况及相关事物的内在本质和规律
快速评估，并为其他研究提供信息：当时间和财力不足时，可用定性研究快速评估研究人群的服务需求和所开展项目的效果等"
五、定量研究与定性研究的区别,"研究目的不同：
定量研究的重点是获得研究现象的数量指标和估计现象的水平
定性研究的重点在于深入细致地阐述事物的内在特点及其规律
抽样方法不同：
定量研究通常采用概率抽样方法选择研究对象，并用统计分析方法得出对总体的推断结果
定性研究通常采用非概率抽样方法抽取研究对象，它通常是对研究人群的特殊情况的研究，由于样本量很小，其结果一般不能外推
资料获取不同：
定量研究通常按照事先设计好的固定程序，在较短时间内即可获得所需资料，研究者与研究对象之间只有短暂的接触
定性研究则需要研究者与研究对象保持较长时间的密切和深入接触。收集资料的手段也往往较灵活而没有固定的模式
统计分析方法不同：
定量研究的结果一般用概率统计分析
定性研究一般是用分类的方法对收集的资料进行总结和分析"
六、定性研究的特点及优缺点,"特点：
注重事物的过程，而不是事物的结果
对少数特殊人群的研究，其结果不能外推
需要与研究对象保持较长时间的密切接触
很少用概率统计分析
优点：
通过对少量样本的深入、细致的研究分析。对研究的问题进行更深层次的探索
可以通过洞察和观察错综复杂的社会现象、不易控制的影响因素，找寻这些社会因素与健康和疾病之间的联系
在完整地把握社会现实、在深入了解社会现象和行为等方面，有着定量研究不能起到的作用
缺点：
结论不具有普遍性
主观洞察性的分析有可能获得真知灼见，也有可能导致荒谬的结论
主观性的分析或结论缺乏客观的评价标准，无法对不同的研究结论进行检验"
七、定量研究的特点及优缺点,"特点：
研究重点在于“验证假设”，一般有较为严密的逻辑架构
标准化和精确化程度较高
结果可以用具体指标表达，用概率统计的方法进行检验
具有较好的客观性和科学性，有较强的说服力
优点：
标准化和精确化程度较高。逻辑推理严谨。可检验性强，因而更客观，更科学
能够大大推进理论的抽象化和概括化，促进对现象之间普遍的因果关系的精确分析
缺点：
是对大量样本的少数特征作精确的计量，因而很难获得深入、广泛的信息，容易忽略事物深层次的问题
许多社会医学问题难以用数据进行界定，因而也无法进行定量分析
由于社会医学问题的复杂性，事物之间互相联系、相互影响，以统计量确定事物之间的因果关系有时非常困难
有些社会医学问题具有独特性，无法得出普遍的经验概括"
八、社会调查研究的基本程序,"提出研究问题：提出研究问题是社会调查研究的前提和关键，应注意需要原则、创新性原则、科学性原则、可行性原则
设计研究方案：研究方案的设计视研究问题来确定。它的基本内容包括：
技术路线：是对研究工作做出全面安排，以便按计划、分步骤、有条不紊地进行
实施计划：要确定研究的目的和目标、研究场所、经费预算等
资料的整理和分析计划：包括设计分组、设计整理表、资料分析计划等
收集资料：一项调查研究的目的和目标将决定需要收集的资料类型和所采用的方法，社会调查研究资料收集的方法包括：观察法、访谈法、自填问卷法、文献法、医学检查和理化分析
分析资料与解释结果：应用不同社会调查方法收集到的资料，其资料整理和分析方法各有特征
通过定量研究（如结构式问卷调查）收集到的资料，可以应用数据处理软件包（如EPI-Info、SAS和SPSS)等进行统计分析
通过定性调查研究方法（如观察法、个别深入访谈和专题小组讨论等）收集到的资料应按定性资料分析方法来进行
散发和应用研究结果：社会调查研究的中心目的是提供可用于指导有关社会卫生政策制定和社会卫生服务实践的信息。研究结果的散发可采用多种形式：包括学术交流、向有关机构和人员递交研究报告等、"
九、概率抽样方法的分类,"单纯随机抽样：是最基本的抽样方法，也是其他抽样方法的基础。其具体做法是先将调查对象的每一个个体全部编号，再用随机数字表或抽签、摸球、电子计算机抽取等方法随机抽取部分个体组成样本
系统抽样：又称等距抽样或机械抽样。它是先将调查对象按某一顺序号分成若干部分，再从每一部分中随机抽取一个体，并依次用相等间隔，机械地从每一部分各抽一个体组成样本
分层抽样：即先将研究对象按主要特征（如性别、年龄、职业、教育程度等）分为几层，然后再从每一层内随机抽取一定数量的个体组成样本
整群抽样：先将调查对象划分为若干“群”，再随机抽取其中若干“群”的全部个体组成样本，或从抽取的群体中再抽取若干样本，称两阶段整群抽样
多阶段抽样：也称多级抽样，即将整个抽样过程分若干阶段来进行。这是大型调查研究中常用的一种抽样方法"
十、非概率抽样方法的分类：,"在非概率抽样中，每一个调查对象被选中的概率是未知的，一般不能讲样本对总体具有代表性，不能估计抽样误差的大小。常用的非概率抽样方式有以下五种：
滚雪球或链锁式抽样：选定并调查几个具有所需要特征的人，再将这部分对象作为提供情况者，依靠他们去选定其他合格的人。然后研究者调查这些合格的人，再通过他们去选定更多的可被调查的对象。如此类推下去，样本就像滚雪球那样越来越大
目的性随机抽样（立意抽样或判断抽样）：为了提高研究结果的可信度并缩小样本的数量，根据调查研究目的的需要对研究对象进行随机抽样
方便抽样（偶遇抽样/自然抽样）：选择一些方便的、生活上最接近或住的最近的人作为研究对象。此法最大的优点是省时、省力和花费少。没有一定标准，获得的结果缺乏针对性，影响研究结果质量
机遇式抽样：根据当时当地的具体情况进行抽样，特点是给研究者比较大的灵活性，而且可以得到一些事先意想不到的调查结果
综合式抽样：根据研究的实际情况结合使用上面不同的抽样方法选择研究对象
定额抽样（配额抽样）：比偶遇抽样复杂一些的非概率抽样方法。是将总体依据某种标准分层，然后按照各层样本数与该层总体数成比例的原则主观抽取样本"
十一、社会调查研究资料收集的方法,"观察法：即通过对事件或研究对象的行为及其影响因素等进行直接的观察来收集数据，是定性研究方法中收集非语言行为等资料的一种主要方法。它广泛应用于健康社会学和医学人类学研究
访谈法：即调查者与被调查者面对面或电话交谈，以获取所需信息的一种资料收集方式。访谈法又可分为结构式访谈、个别深入访谈和专题小组访谈
自填问卷法：是社会调查研究中广泛应用的一种资料收集方法。本法要求被调查对象在规定的时间内自行完成问卷填写。此法最大的优点是省时、省力、花费少。能够避免尴尬，保证完全匿名，但灵活性较差，如果回收率低难以保证代表性
文献法：也称历史法。即通过现有文献资料如统计报表、期刊和档案等历史资料进行分析和得出结论。来源包括官方公布的人口普查等资料、有关组织统计年报、有关期刊杂志。优点是可以研究不能直接观察的对象，适用于时间跨度很大的纵向研究。但文献本身可能有偏误缺乏代表性
医学检查和理化分析：通过医学检查和各种物理化学的分析，使研究者可以获得有关社会卫生状况和人群健康状况方面的全面资料。缺点包括受技术手段限制、所花费的人力物力财力较大"
十二、问卷调查的相关概念,"问卷：是调查研究中用来收集资料的一种测量工具，它是由一组问题所构成
的表格
问卷调查：是由受过培训的调查员利用精心设计好的问卷收集资料而开展的一种调查研究方法。在实际操作中问卷调查包括访谈式问卷调查和自填式问卷调查"
十三、问卷的基本结构,"说明部分：用于介绍研究者身份、调查目的和意义，同时解释如何填写问卷（也称指导语）等，目的是取得被调查者的信任和理解并引发其参与调查的兴趣
调查项目：调查项目是问卷的主体部分。它是由一系列围绕研究目的和框架而编制的问题组成。在社会调查研究中，调查问题一般可分为特征问题、态度问题和行为问题三大类。特征问题指被调查对象基本特征或背景信息的问题，态度问题指测量被调查者对某件事物的看法等主观信息，行为问题测量被调查对象的某些行为和事件。根据问答方式分为开放式和封闭式问题，开放式问题可让被调查对象自由发挥，资料丰富生动；但费时、回答率低、统计分析困难。封闭式问题容易回答、省时，便于统计分析
资料登录：资料登录是问卷管理和资料分析必不可少的一部分。包括调查项目之前的问卷名称、每个调查问题的编码和问卷结尾部分调查者姓名、调查地点和日期等"
十四、问卷设计的步骤,"确定调查主题或变量：根据研究目的，收集并列出在该项调查中需详细调查的主题或所需测量的变量，然后与其他感兴趣的研究人员或同道或被研究对象一起讨论并做必要的提炼，同时还可应用非结构式访谈或小组讨论形式进行探索性研究，以便确认其他具有潜在重要性的主题或变量
设计问卷初稿：根据确定的调查主题或变量设计相应的问题，并将零散的问题按照一定结构组织成一份问卷初稿
预调查和修改：设计好的问卷初稿需经过试用或预调查，以便发现和修改问卷中的问题，如用词是否恰当等
效度和信度检验：通过效度和信度检验来评价问卷的质量"
十五、问卷设计中开放性问题优缺点,"定义：只向回答者提问，而不为回答者提供备选答案
优点：
可用于事先不知道问题答案有几种的情况
可让被调查对象自由发挥，收集到丰富生动的资料（最大优点）
适用于问题较多
缺点：
适用范围有限
花费较多时间精力，回答率低
统计处理困难，易混杂与研究无关信息"
